Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
3,unemployed,1193.0,Urban,Eastern Cape,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,9,0,2022,32
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,2281.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,9,0,2022,29
4,wage employed,5.0,Urban,Western Cape,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,1,1,2023,20
4,unemployed,1890.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,12,0,2023,30
4,unemployed,95.0,Rural,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,10,0,2023,23
4,unemployed,455.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,5,0,2023,23
4,self employed,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,11,1,2023,35
4,wage employed,92.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1998,5,1,2023,25
3,unemployed,644.0,Urban,Western Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,4,0,2022,22
4,wage employed,638.0,Urban,North West,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1993,5,0,2023,30
4,unemployed,401.0,Suburb,Eastern Cape,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,5,0,2023,20
2,unemployed,879.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1997,4,1,2022,25
2,unemployed,2767.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1985,12,1,2022,37
4,unemployed,767.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,7,0,2023,29
4,unemployed,281.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,0,1,1994,2,0,2023,29
3,unemployed,1223.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,2,0,2022,23
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,4,0,2023,24
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,1,2022,22
1,unemployed,242.0,Urban,Northern Cape,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,6,1,2021,23
4,wage employed,334.0,Urban,Eastern Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,other,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1990,10,1,2022,32
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,70 - 79 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2023,21
3,wage employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,7,0,2022,27
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2004,1,0,2023,19
1,wage employed,0.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1996,10,0,2021,25
3,wage employed,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,8,0,2022,32
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,3,1,2022,26
2,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
1,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,8,1,2021,25
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,70 - 79 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2003,3,0,2023,20
4,unemployed,521.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,2,0,2023,24
4,unemployed,1525.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
3,unemployed,370.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1997,2,0,2022,25
3,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1999,3,0,2022,23
4,unemployed,1826.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1989,2,1,2023,34
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,9,0,2022,19
4,unemployed,67.0,Rural,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2003,7,0,2023,20
4,unemployed,2287.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1994,4,0,2023,29
4,unemployed,67.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,6,0,2023,22
4,unemployed,795.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,10,0,2023,34
4,studying,582.0,Urban,Western Cape,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,8,0,2023,23
2,unemployed,73.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,4,0,2022,21
3,studying,582.0,Rural,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,4,0,2022,18
1,self employed,270.0,Urban,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,11,1,2021,26
4,other,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2003,7,0,2023,20
4,unemployed,304.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,8,1,2023,24
2,wage employed,703.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,1989,12,1,2022,33
3,other,582.0,Urban,Eastern Cape,1.0,0.0,0.0,0.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1993,4,1,2022,29
4,wage employed,487.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,8,0,2023,25
4,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,7,0,2023,23
3,studying,582.0,Urban,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,3,0,2022,18
2,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,unemployed,52.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,1,0,2022,23
2,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
2,unemployed,1160.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,unemployed,401.0,Rural,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1996,9,1,2022,26
3,other,582.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,0 - 29 %,60 - 69 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1993,11,1,2022,29
4,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,60 - 69 %,50 - 59 %,60 - 69 %,0,1,1998,7,0,2023,25
1,studying,582.0,Urban,Free State,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,3,1,2021,20
1,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2021,21
4,unemployed,1191.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,4,0,2023,23
4,unemployed,432.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,10,0,2023,29
4,unemployed,334.0,Urban,Limpopo,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,10,0,2023,22
4,studying,582.0,Suburb,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,2,1,2023,22
2,unemployed,795.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,8,0,2022,22
4,unemployed,767.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,32.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,4,0,2022,22
2,unemployed,64.0,Suburb,Western Cape,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,1,0,2022,24
4,unemployed,795.0,Rural,Mpumalanga,1.0,1.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
3,wage employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1985,8,0,2022,37
4,self employed,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,1492.0,Rural,North West,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,wage employed,385.0,Urban,Western Cape,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,9,1,2022,27
2,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,8,1,2022,23
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,5,0,2021,26
4,unemployed,401.0,Suburb,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,5,0,2023,22
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,12,0,2023,21
4,wage employed,304.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
4,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2003,5,0,2023,20
4,unemployed,795.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2023,21
4,unemployed,493.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,0 - 29 %,0,1,1996,4,0,2023,27
4,studying,582.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2023,21
4,self employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,studying,582.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,60 - 69 %,40 - 49 %,50 - 59 %,40 - 49 %,0,1,1999,2,0,2022,23
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,70 - 79 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,wage employed,334.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,4,1,2023,26
3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2000,11,0,2022,22
4,studying,582.0,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,70 - 79 %,50 - 59 %,40 - 49 %,0,1,2004,12,0,2023,19
3,wage employed,127.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,0,1,1999,2,1,2022,23
4,unemployed,457.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,2,1,2023,28
4,other,582.0,Suburb,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2001,4,0,2023,22
4,studying,582.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,476.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
2,unemployed,547.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1981,4,0,2022,41
4,wage employed,183.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,0 - 29 %,70 - 79 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,4,0,2023,24
4,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,2,0,2023,21
1,wage employed,0.0,Urban,Gauteng,1.0,1.0,0.0,2.0,50 - 59 %,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,0,1,1987,10,0,2021,34
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,0,1,1990,5,1,2021,31
3,other,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,12,1,2022,25
4,self employed,582.0,Urban,Western Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,3,0,2023,21
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,5,1,2022,22
3,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,12,0,2022,22
4,unemployed,5.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1999,2,0,2023,24
4,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,5,0,2023,21
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1987,3,1,2022,35
4,unemployed,95.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2002,11,0,2023,21
2,self employed,213.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,6,1,2023,20
4,wage employed,153.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,11,0,2023,30
4,unemployed,5.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,11,0,2023,24
4,wage employed,5.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,30 - 39 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,1,2023,23
4,unemployed,342.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,3,0,2023,25
1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,60 - 69 %,40 - 49 %,50 - 59 %,60 - 69 %,60 - 69 %,0,1,1992,12,0,2021,29
3,self employed,155.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,8,1,2022,31
1,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,11,0,2021,21
4,unemployed,2986.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,1,0,2023,28
4,studying,582.0,Urban,Western Cape,1.0,1.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1998,8,1,2023,25
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,8,1,2023,21
2,unemployed,366.0,Suburb,KwaZulu-Natal,1.0,0.0,1.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
3,unemployed,1010.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1997,7,0,2022,25
3,unemployed,492.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,3,0,2022,24
2,unemployed,1156.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,10,0,2022,25
4,studying,582.0,Urban,Gauteng,1.0,1.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,8,0,2023,28
3,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2003,5,1,2022,19
4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,5,1,2023,22
4,unemployed,67.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,wage employed,90.0,Suburb,Western Cape,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,4,0,2022,26
4,studying,582.0,Urban,Free State,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,3,0,2023,34
2,unemployed,402.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1998,10,0,2022,24
3,studying,582.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,10,0,2022,20
3,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,2003,11,0,2022,19
4,unemployed,1862.0,Rural,Mpumalanga,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,4,0,2023,27
3,self employed,1892.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,30 - 39 %,50 - 59 %,50 - 59 %,0,1,1996,4,1,2022,26
4,wage employed,120.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,1367.0,Urban,Western Cape,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,1,1,1999,5,1,2022,23
2,unemployed,758.0,Urban,Western Cape,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,10,1,2022,32
4,unemployed,215.0,Urban,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,2000,1,1,2023,23
2,unemployed,5.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,2000,1,0,2022,22
1,wage employed,0.0,Rural,Limpopo,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,6,0,2021,22
2,unemployed,84.0,Urban,Eastern Cape,1.0,1.0,0.0,4.0,50 - 59 %,40 - 49 %,70 - 79 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2022,22
4,studying,582.0,Suburb,KwaZulu-Natal,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,3,0,2023,27
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2022,22
4,unemployed,401.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,9,0,2023,23
4,unemployed,5.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,5,0,2023,29
4,unemployed,554.0,Urban,Gauteng,1.0,0.0,1.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,9,0,2023,29
4,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,12,0,2023,24
